what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1437487172067
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1437487172068
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1437487172086
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1437487172098
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1437487172108
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1437487172118
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1437487172129
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1437487172142
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1437487172152
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1437487172161
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1437487172161
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1437487172162
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1437487172163
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1437487172182
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1437487172195
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1437487172196
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1437487172214
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1437487172214
started,bundle,org.eclipse.wb.discovery.core,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.core",1437487172215
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.ui",1437487172216
os,sysinfo,,,"linux",1437487172222
arch,sysinfo,,,"x86",1437487172222
ws,sysinfo,,,"gtk",1437487172222
locale,sysinfo,,,"en_US",1437487172222
processors,sysinfo,,,"1",1437487172222
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1437487172222
java.runtime.version,sysinfo,,,"1.7.0_45-b18",1437487172222
java.specification.name,sysinfo,,,"Java Platform API Specification",1437487172222
java.specification.vendor,sysinfo,,,"Oracle Corporation",1437487172222
java.specification.version,sysinfo,,,"1.7",1437487172222
java.vendor,sysinfo,,,"Oracle Corporation",1437487172222
java.version,sysinfo,,,"1.7.0_45",1437487172222
java.vm.info,sysinfo,,,"mixed mode",1437487172222
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1437487172222
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1437487172222
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1437487172222
java.vm.specification.version,sysinfo,,,"1.7",1437487172222
java.vm.vendor,sysinfo,,,"Oracle Corporation",1437487172222
java.vm.version,sysinfo,,,"24.45-b08",1437487172222
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1437487172228
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1437487174902
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1437487174939
closed,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1437487174957
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1437487180230
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1437487180258
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487181634
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1437487196641
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1437487198828
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20110815-1438,"org.eclipse.equinox.simpleconfigurator.manipulator",1437487198843
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20110815-1438,"org.eclipse.equinox.frameworkadmin",1437487198875
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1437487200104
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1437487200137
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1437487200154
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1437487200281
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487200424
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1437487200476
started,bundle,org.eclipse.wb.core.lib,1.3.0.r37x201202052311,"org.eclipse.wb.core.lib",1437487201185
started,bundle,org.eclipse.wb.core,1.3.0.r37x201202052311,"org.eclipse.wb.core",1437487201440
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487204699
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487212763
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1437487222326
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487254844
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1437487259297
opened,view,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.RepositoriesView",1437487259645
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1437487259853
activated,perspective,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.GitRepositoryExploring",1437487259948
activated,view,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.RepositoriesView",1437487259986
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.perspectives.showPerspective",1437487260032
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.perspectives.showPerspective",1437487260032
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487260068
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1437487263958
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1437487263989
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487264178
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.RepositoriesViewAddRepository",1437487273024
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487273045
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1437487304265
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1437487304328
activated,perspective,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.GitRepositoryExploring",1437487310386
activated,view,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.RepositoriesView",1437487310422
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.RepositoriesViewRefresh",1437487358654
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1437487363179
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1437487363224
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1437487366659
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437487367164
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437487367616
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1437487367754
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1437487368195
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437487369221
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1437487374479
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1437487383428
activated,perspective,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.GitRepositoryExploring",1437487386944
activated,view,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.RepositoriesView",1437487389374
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.RepositoriesViewRefresh",1437487389454
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487409639
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487411031
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487411747
started,bundle,org.eclipse.egit.mylyn.ui,1.3.0.201202151440-r,"org.eclipse.egit.mylyn.ui",1437487412497
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487413079
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487413146
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487413275
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487413278
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.team.Commit",1437487427136
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487427167
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487427602
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487429745
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.team.Pull",1437487475236
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487475673
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487480195
opened,view,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.sync.views.SynchronizeView",1437487485277
activated,view,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.sync.views.SynchronizeView",1437487485306
activated,view,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.RepositoriesView",1437487496617
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.RepositoriesViewRefresh",1437487496690
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.RepositoriesViewRefresh",1437487498735
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.RepositoriesViewRefresh",1437487499983
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487509648
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487509650
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487509707
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.team.Push",1437487511880
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487511899
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487512296
started,bundle,org.eclipse.equinox.security.ui,1.1.0.v20101004,"org.eclipse.equinox.security.ui",1437487512784
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487535181
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1437487554820
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437487554884
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1437487557861
activated,perspective,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.GitRepositoryExploring",1437487559334
activated,view,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.RepositoriesView",1437487561137
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.team.Pull",1437487569557
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487569961
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487572199
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1437487577170
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1437487579697
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487580275
executed,command,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1437487582304
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487582323
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.RepositoriesViewRefresh",1437487586203
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.linkWithEditor",1437487588090
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.linkWithEditor",1437487590108
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487596737
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.team.Commit",1437487604239
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487604271
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487604667
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487604793
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487624367
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487624369
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487624423
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.team.Push",1437487627656
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487627674
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487628013
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487632437
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487632572
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487636423
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487636760
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487643979
opened,view,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui.GenericHistoryView",1437487651347
activated,view,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui.GenericHistoryView",1437487651372
activated,view,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.sync.views.SynchronizeView",1437487652290
opened,view,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.StagingView",1437487653025
activated,view,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.StagingView",1437487653054
activated,view,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.sync.views.SynchronizeView",1437487654164
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1437487654656
activated,view,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.sync.views.SynchronizeView",1437487655422
activated,view,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.RepositoriesView",1437487670319
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487673976
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487673978
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487674024
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.team.Fetch",1437487675678
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487675696
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487676047
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487684991
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1437487686940
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1437487687056
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437487687398
activated,view,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.RepositoriesView",1437487689871
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.RepositoriesViewRefresh",1437487689902
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.RepositoriesViewRefresh",1437487691074
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437487695429
activated,view,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.RepositoriesView",1437487695523
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1437487695544
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1437487702091
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437487702150
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1437487709569
activated,perspective,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.GitRepositoryExploring",1437487711429
activated,view,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.RepositoriesView",1437487714638
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.RepositoriesViewRefresh",1437487717138
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487722601
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.team.Commit",1437487735113
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487735154
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487735521
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437487735655
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437487739182
activated,view,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.sync.views.SynchronizeView",1437487756323
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437487756324
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1437487758742
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1437487758780
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437487760560
